text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates,tweet_sentiment_DDRM,tweet_sentiment_GAH,tweet_sentiment_OKL,DM_Score,GH_Score,OL_Score,Sum,airline_sentiment,Contested
@jet2tweets what are you going to do about the threat of court action by the watchdog for ignoring their instructions?,5.79E+17,LesleyCollins1,2015-03-21 17:04:13+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets @UK_CAA Jet2 will never comply unless made to do so their customer service is shocking delayed flight they are in denial? #fail,5.79E+17,tjhkdog,2015-03-21 16:42:31+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets i can't go to My Booking and change it as it states in the FAQ section you can change your selected seat without a call.,5.79E+17,DavidCLumb1,2015-03-21 15:58:20+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets is it Possible for me to change my seat Allocation that ive bought? or is it not possible?,5.79E+17,DavidCLumb1,2015-03-21 15:42:39+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@jet2tweets thanks for the help guy's. Much appreciated.,5.79E+17,RealMarkMcC,2015-03-21 15:24:15+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets so sent a email to operations 3 days ago and not had a response. More crap customer service from you!!,5.79E+17,therealjbeal,2015-03-21 15:09:50+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets hey, any idea when summer 2016 holidays will be released? Thanks.",5.79E+17,RealMarkMcC,2015-03-21 14:58:48+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets 40 minutes without an answer, I hope I don't get charged for being on hold!!!",5.79E+17,leedawson1_lee,2015-03-21 13:50:51+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets are your phone lines down? Been on hold for ages and no answer!,5.79E+17,leedawson1_lee,2015-03-21 13:21:41+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets hi I've booked with u but need to req a travel cot how do I do that? Thanks,5.79E+17,ruthabram,2015-03-21 11:41:50+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets great ok thanks!,5.79E+17,sazzle0dazzle,2015-03-21 09:47:03+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
"@jet2tweets yes I am aware of that, but I am trying to find out for my friend what her fees would be",5.79E+17,sazzle0dazzle,2015-03-21 09:23:03+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets @wizzair exposed on BBCR4 moneybox at midday for falsely claiming that flight comp under SC ruling can only go back 2 years,5.79E+17,fermi239,2015-03-21 09:15:32+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets hey what are the charges for changing a return flight mid August to the beginning of August? The flights are Glasgow to Paphos.,5.79E+17,sazzle0dazzle,2015-03-21 07:51:52+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets Thank you folks for a fantastic eclipse flight. Here''s the umbra overtaking us at 2000kts ...,5.79E+17,hamishonfloats,2015-03-20 20:28:41+00:00,3,6,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets now that's a picture,5.79E+17,NorthumbPiper,2015-03-20 17:27:44+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
@jet2tweets and funny how there were seats available in between our seats that were available to book but it still separated us by 3 rows!,5.79E+17,linsbaumeister,2015-03-20 16:01:26+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets how selfless of you to do that when you are charging me £6 to do it and convenient it auto allocates us separately #whatbull,5.79E+17,linsbaumeister,2015-03-20 16:00:54+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets flight LS887 4hrs late from Manc. Replacement plane has refreshments for less than 1/2 passengers. V poor. Expect a compo claim,5.79E+17,alan_bradwell,2015-03-20 14:23:29+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets thanks Kirsty boarding now so hopefully homeward bound very soon xx,5.79E+17,RochelleIllingw,2015-03-20 14:20:44+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
"@jet2tweets waiting in a Rome for flight LS332 to Leeds, delayed until 3pm but still not boarding #no information #whatsgoingon",5.79E+17,RochelleIllingw,2015-03-20 14:06:19+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets delay on LS332 from Rome but no info on your website???,5.79E+17,CiaoGuiseley,2015-03-20 13:39:38+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets any news on the Prague to Manchester flight? My mate @zeibura is not a happy bunny :-(,5.79E+17,D0bryDan,2015-03-20 11:51:09+00:00,0,1,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets been delayed since 8:25, moved to another plane, and now lost the extra leg room that we've paid for. Kindly, stick your drink!",5.79E+17,kylegavinjones,2015-03-20 11:46:55+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets thanks for making me accept seats not next to my husband unless I pay £6 each...and charge if I don't check in online,5.79E+17,linsbaumeister,2015-03-20 11:37:30+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets hi, is there a delay with the 1230 ls888 flight from prague?",5.79E+17,MKJamie87,2015-03-20 11:15:53+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
"@jet2tweets sat on plane over an hour, something's broke, Going to get off it at 11am fix it or we walk #barcelona",5.79E+17,AshtonHydro,2015-03-20 10:16:41+00:00,0,1,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets Ls202 from Amsterdam on Final to @LBIAirport over Rothwell #eclipse2015 #SolarEclipse,5.79E+17,Mark_Readman99,2015-03-20 10:02:06+00:00,16,15,,neutral,neutral,positive,0,0,1,1,neutral,contested
@jet2tweets hubby ready for the #eclipse thankyou for the specs x,5.79E+17,piggypops123,2015-03-20 09:20:10+00:00,1,1,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets thank you so much for my glasses! Can't wait to use them! X,5.79E+17,Saminzki,2015-03-20 08:29:46+00:00,1,1,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets What's going on with LS331 Leeds to Rome this morning? Not expected to leave until 14.30???,5.79E+17,PreeceOwen,2015-03-20 08:20:53+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets Thank you #eclipse2015,5.79E+17,angelatlucky,2015-03-20 08:09:11+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets Thanks very much for my eclipse glasses :),5.79E+17,angelatlucky,2015-03-20 06:57:27+00:00,1,2,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets will do thanks Kirsty..,5.79E+17,ydarans,2015-03-19 23:03:22+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets booking some flights through http://jet2.com any discount codes I can use? :),5.79E+17,CarlLoft,2015-03-19 20:51:55+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets which flights from manchester to Italy are affected with the strike tomorrow?thanks,5.79E+17,ydarans,2015-03-19 19:17:06+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets @urbfsbelle great stuff from Jet2,5.79E+17,grahamck63,2015-03-19 14:23:58+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
"@jet2tweets Hi, can you tell me the address of your HR department. You can also DM if you would prefer. Thanks",5.79E+17,SahotaAnita,2015-03-19 10:37:46+00:00,0,0,,neutral,negative,neutral,0,-1,0,-1,neutral,contested
@jet2tweets @RyanairFlights @easyJet Any news on the Italian Air Traffic Strike 20th March,5.79E+17,TravelsportUK,2015-03-19 10:24:03+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets Thank you! I assume you have not released a specific date they will be on sale as Thomson and Thomas Cook have?,5.78E+17,stephaniemunro6,2015-03-18 19:43:48+00:00,0,2,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets you mother truckers lol!,5.78E+17,MarnieWild,2015-03-18 18:34:07+00:00,0,0,,negative,neutral,neutral,-1,0,0,-1,neutral,contested
@jet2tweets Do you know when 2016 package holidays and flights are going to be released? #excited to book the holiday part of my wedding!,5.78E+17,stephaniemunro6,2015-03-18 17:52:50+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets ok thanks Kirsty,5.78E+17,Sumo_ftm,2015-03-18 16:54:27+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
"@jet2tweets Hi have a holiday booked for Tunisia in September, with the terrorist attacks that have happened, can I change my destination.",5.78E+17,Sumo_ftm,2015-03-18 16:01:08+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets i asked about the Flight Tickets on the online chat. they seemed to be dealing with someone else? do i get them a month before?,5.78E+17,DavidCLumb1,2015-03-18 15:04:00+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@jet2tweets Please can you supply me with an email do I can forward a complaint about a recent booking.,5.78E+17,isabellagsenior,2015-03-18 12:47:32+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets that's where am going already booked and paid,5.78E+17,ShogunSkilling,2015-03-18 12:16:20+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets ... This dropped through my door this morning from the little girl across the road,5.78E+17,Freya_Leigh_,2015-03-18 10:52:44+00:00,1,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets good morning!I have checked in online for flight on Saturday..But where do I print my boarding passes?I can't find it! #help!,5.78E+17,sosnowski1,2015-03-18 08:54:41+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets when do summer 2016 holidays go on sale?,5.78E+17,cat197923,2015-03-18 08:14:10+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets ... But nothing has been taken from my account ?! Do you know why? Many thanks.,5.78E+17,MattChesterUK,2015-03-18 00:32:33+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets hi I made a deposit for my hol on thurs last wk by debit card and the remaining bal was meant to be auto debited on the 17/03...,5.78E+17,MattChesterUK,2015-03-18 00:31:47+00:00,0,0,,neutral,negative,neutral,0,-1,0,-1,neutral,contested
@jet2tweets I've spoken to an advisor over the phone already who can't help. Damage is done. What is the procedure for complaints please?,5.78E+17,JadeyLou_xo,2015-03-17 22:27:28+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets shocking service! @JadeyLou_xo,5.78E+17,land_josh,2015-03-17 19:46:21+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets absolutely disgusting customer service! Completely ruined my holiday when I've payed decent money.,5.78E+17,JadeyLou_xo,2015-03-17 19:41:51+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets Mmmm clearly fuel is more expensive at half term....,5.78E+17,katie_bec,2015-03-17 18:07:44+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets thanks Kirsty. Just a suggestion but you might want to mention this on seating plans, everyone was muttering about it.",5.78E+17,jo90210GG,2015-03-17 16:20:56+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets Hi travelling to fueterventura with you in sept and passport runs out end of october will i be ok ?,5.78E+17,NotTrousers001,2015-03-17 16:02:55+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets when I queried I was told it was standard on the 800's. Thanks for investigating.,5.78E+17,jo90210GG,2015-03-17 15:07:28+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets hi Kirsty. Flying Leeds Bradford to Madeira yesterday, departed 8.15am. Stewardess was quite unpleasant about it. Thanks.",5.78E+17,jo90210GG,2015-03-17 13:55:22+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets launches East Midlands Airport winter flying schedule http://ow.ly/Kr7IC,5.78E+17,derbyshire_live,2015-03-17 12:40:41+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets launches East Midlands Airport winter flying schedule http://ow.ly/Kr7zK,5.78E+17,jules_bayley,2015-03-17 12:40:41+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets trust me I'm not dropping this.,5.78E+17,stewartholt75,2015-03-17 12:23:37+00:00,0,0,,negative,neutral,negative,-1,0,-1,-2,negative,contested
"@jet2tweets so pay up! And why does everything have to be sent by mail, talk about making it hard to get what we're entitled too!",5.78E+17,stewartholt75,2015-03-17 12:23:23+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets I've been sending letter by mail and they're trying everything to get out of paying up, you've recently lost a court battle",5.78E+17,stewartholt75,2015-03-17 12:22:36+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets,5.78E+17,stewartholt75,2015-03-17 11:27:40+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets Jet2/127144 booking ref 1422184/S14H,5.78E+17,stewartholt75,2015-03-17 11:27:08+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets jet2/127144 booking ref: 1422184/S14H please look into this ASAP,5.78E+17,stewartholt75,2015-03-17 11:20:54+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@jet2tweets jet2/127144 booking ref: 1422184/s14h please look into this ASAP,5.78E+17,stewartholt75,2015-03-17 10:05:05+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
"@jet2tweets Joe, I have sent you details of our enquiry, thank you.",5.78E+17,isabellagsenior,2015-03-17 08:58:05+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets we fly with you guys to Tenerife in May. Counting down already!!,5.78E+17,jonathanspooner,2015-03-17 08:15:50+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
"@jet2tweets Good Morning, please can you follow us so I can DM you regarding a query on a recent booking. Thank you",5.78E+17,isabellagsenior,2015-03-17 07:49:49+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets why is it so hard to contact you!!!!,5.78E+17,Jamieb2306,2015-03-16 19:54:55+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets done that and I'm being lied to. They're trying to get out of paying the compensation!,5.78E+17,stewartholt75,2015-03-16 18:52:41+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets done that and have been lied to. You're trying to get out of paying.,5.78E+17,stewartholt75,2015-03-16 18:51:49+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets ref#jet2/127144 Please advise about this case as I'm in the dark? How can I be told I was delayed by 2.55hrs! When it was 5 hrs,5.78E+17,stewartholt75,2015-03-16 18:32:17+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets @Dorothy_Perkins Entered - Would LOVE this as never been to Ibiza before &amp; enjoy the 5* treatment #win,5.78E+17,angelatlucky,2015-03-16 17:47:14+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets @Dorothy_Perkins @sbjones87,5.78E+17,sharonjones13,2015-03-16 17:47:11+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets Dont fly Jet2. They will let u down.,5.78E+17,SylviaMLawson1,2015-03-16 17:08:39+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets I've already sent you a DM. You company are hiding behind your supplier in Spain, when my contract was with you.",5.78E+17,brandyorkshire,2015-03-16 16:07:33+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets and I bet that you would like 2 photograph them as well?,5.77E+17,ClarkQuadGirls,2015-03-16 15:24:49+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@jet2tweets Not impressed with your car hire partner at Rome. Car not available. Sat Nav not available - been waiting for 30 mins for a car,5.77E+17,CiaoGuiseley,2015-03-16 15:20:15+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets ok Will do, also why do the letters have to be written? Why can't you accept email? Thomas Cook do!",5.77E+17,stewartholt75,2015-03-16 14:58:18+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets Google ""Rotherham Quads"" ",5.77E+17,ClarkQuadGirls,2015-03-16 14:46:45+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"Hi Kirsty @jet2tweets they are 2 on the 25th shortest flight, Spain? B looking at late year or early next year?",5.77E+17,ClarkQuadGirls,2015-03-16 14:46:11+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets hi, can you waver full payment on holidays by a couple of days?",5.77E+17,EmilyNealeEyre,2015-03-16 14:44:09+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
@jet2tweets can all 6 of us fly with U?,5.77E+17,ClarkQuadGirls,2015-03-16 14:23:37+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets flight delayed 5hrs, I've now sent 2 letters and had a reply from Amy Dixon telling me I was only delayed 2.55 Hrs!!!",5.77E+17,stewartholt75,2015-03-16 14:23:25+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets Thanks for picking me as a winner x,5.77E+17,angelatlucky,2015-03-16 12:30:32+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
"@jet2tweets have to say that the staff at Leeds were great, but I still somehow paid more in extra costs than my flight cost! Wtf",5.77E+17,AtlasMountain,2015-03-16 11:53:55+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@jet2tweets that's a shame, it's New York we really want and can't go till January, we often book with jet2 but I guess not this time",5.77E+17,Lyddylyds,2015-03-16 10:09:39+00:00,0,0,,negative,neutral,negative,-1,0,-1,-2,negative,contested
@jet2tweets Where is the APD Refund Tab?,5.77E+17,DanHamburgerUK,2015-03-16 07:58:29+00:00,0,0,,neutral,negative,neutral,0,-1,0,-1,neutral,contested
"@jet2tweets The car hire contract was with you. Therefore, you are responsible for the over charging &amp; very poor service from your supplier.",5.77E+17,brandyorkshire,2015-03-16 06:10:09+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets Still no answer from your customer service department? Warning: Jet2 do not take any responsibility for their car hire provider!,5.77E+17,brandyorkshire,2015-03-16 06:08:46+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets savage garden- to the moon and back So excited can't wait to experience the eclipse wud b amaze to have glasses 2b safe ,5.77E+17,MrsHelenTP,2015-03-16 01:55:31+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets To the Moon and Back - Savage Garden #eclipse,5.77E+17,LKEW84,2015-03-15 21:28:49+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets why is there no New York flights past December? Looking to go January 2016, was going to book this week, disappointed!",5.77E+17,Lyddylyds,2015-03-15 20:57:41+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets #eclipse #Win The whole of the moon by The Waterboys :),5.77E+17,angelatlucky,2015-03-15 17:55:41+00:00,0,0,,positive,positive,neutral,1,1,0,2,positive,contested
@jet2tweets bad moon rising by ccr .. I see trouble on the way ,5.77E+17,EilisBell,2015-03-15 16:03:17+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets can't fight the moonlight -leann rimes it takes me back ,5.77E+17,EilisBell,2015-03-15 15:59:10+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets i'm Going to Puerto De La Cruz later this year. &amp; when do i get to know my hotel room floor/number.,5.77E+17,DavidCLumb1,2015-03-15 15:44:07+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets #eclipse #win miss Saigon - sun and moon,5.77E+17,daytimesurfer,2015-03-15 12:12:00+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets cheers Rob, other companies Thomas cook etc starting to release, hope you don't miss the boat",5.77E+17,andybigfella,2015-03-15 10:23:30+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets hello, any new on when holidays will be released for May 2016..?",5.77E+17,andybigfella,2015-03-15 09:59:48+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@jet2tweets Man On The Moon, by REM",5.77E+17,FatMacsFatWife,2015-03-15 00:58:45+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets fly me to the moon,5.77E+17,susan1375,2015-03-15 00:57:03+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets Eclipse- pink Floyd,5.77E+17,Saminzki,2015-03-14 23:57:37+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets The photo in your newspaper ad for New #Croatia holidays looks a bit like,5.77E+17,BacupBoird,2015-03-14 23:55:09+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets would love to win! Just been searching for a viewing card or glasses but they're quite costly! Fingers crossed :) thank you x,5.77E+17,Saminzki,2015-03-14 23:16:33+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets here comes the sun - the Beatles ,5.77E+17,Saminzki,2015-03-14 23:15:11+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets MoonDance - Van Morrison,5.77E+17,HackettLady,2015-03-14 15:42:18+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets recieved an email re APD refund we are eligible for. No tab on 'Manage my booking' as suggested? Any ideas?,5.77E+17,GemFloyd,2015-03-14 12:50:38+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets I would be honoured if you would follow me back,5.77E+17,simonstevens74,2015-03-14 12:50:26+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets your mobile website isn't working properly. Cannot select dates or duration ,5.77E+17,EBroadbank,2015-03-14 12:04:17+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets I am trying to enter my passport info to claim APD but because I have an infant in the party it won't allow - please advise,5.77E+17,NickyBrown1,2015-03-14 10:44:42+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets Did I win the glasses ?,5.77E+17,signsolutionsuk,2015-03-14 10:27:01+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets what is with jet2 changing flight times!! Not good when I've a baby flying!!! #soannoying,5.77E+17,catkealey24,2015-03-14 01:36:35+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets @ZacharyCocker someone must have photoshopped out the rust on the wing! Wheres the engine? Fallen off at this point?,5.76E+17,Luke_Cordon,2015-03-13 18:46:43+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets Les Gets! It's amazing!!,5.76E+17,jonathanspooner,2015-03-13 17:23:57+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets#jet2views,5.76E+17,Malbrierley,2015-03-13 17:03:55+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets will give that a go,5.76E+17,ciarancregan,2015-03-13 16:10:39+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets is apd refund for children actually working yet? cant see refund tab in manage bookng for ref 2LNWH4 2 kids on flight in may 15,5.76E+17,ciarancregan,2015-03-13 16:06:07+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets £500 price increase for the same holiday in &lt; 48 hours? Bravo.,5.76E+17,mytsharp,2015-03-13 16:01:14+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@jet2tweets thanks very much for your help,5.76E+17,cole_rawcliffe,2015-03-13 15:07:33+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@jet2tweets #eclipse #win REM - Man on the Moon,5.76E+17,SpaceRach,2015-03-13 14:38:00+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets midnight oil: Earth &amp; Sun &amp; Moon #eclipse2015,5.76E+17,PaulWard46,2015-03-13 14:32:57+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets Elton John: Don't let the sun go down on me,5.76E+17,PaulWard46,2015-03-13 14:28:54+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets just had an email about claiming children's APD refund but there is no refund tab to click in 'manage my booking' on your site,5.76E+17,cole_rawcliffe,2015-03-13 14:02:20+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@jet2tweets sunshine by gabrielle #eclipse,5.76E+17,jane1346,2015-03-13 13:57:52+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@jet2tweets One of my very favourites! :),5.76E+17,milyellex,2015-03-13 13:56:31+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@jet2tweets can't see the tab for APD refunds - not sure it's working.,5.76E+17,LDuddell,2015-03-13 13:25:54+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
